name,overall_runs,overall_innings,overall_balls,strike_rate,overall_notout,overall_average,zeros,thirties,fifties,centries,home_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate,away_innings,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s
JE Root,106,4,96,110.41666666666669,1,35.333333333333336,1,1,1,0,1.0,47.0,0.0,47.0,43.0,109.30232558139535,0.0,1.0,0.0,0.0,4.0,106.0,1.0,1.0,1.0,0.0,1.0,35.333333333333336,96.0,110.41666666666667,3.0,59.0,1.0,29.5,53.0,111.32075471698113,1.0,0.0,1.0,0.0
MJ Swepson,12,1,5,240.0,1,inf,0,0,0,0,1.0,12.0,1.0,0.0,5.0,240.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,240.0,,,,,,,,,,
KJ Coetzer,351,13,287,122.29965156794424,0,27.0,1,2,3,0,,,,,,,,,,,10.0,273.0,1.0,2.0,2.0,0.0,0.0,27.3,231.0,118.18181818181819,13.0,351.0,0.0,27.0,287.0,122.29965156794425,1.0,2.0,3.0,0.0
Mehran Khan,38,4,34,111.76470588235294,0,9.5,1,0,0,0,,,,,,,,,,,4.0,38.0,1.0,0.0,0.0,0.0,0.0,9.5,34.0,111.76470588235294,4.0,38.0,0.0,9.5,34.0,111.76470588235294,1.0,0.0,0.0,0.0
Soumya Sarkar,233,12,165,141.21212121212122,3,25.88888888888889,2,2,2,0,4.0,86.0,2.0,43.0,58.0,148.27586206896552,1.0,0.0,1.0,0.0,10.0,229.0,1.0,2.0,2.0,0.0,3.0,32.714285714285715,157.0,145.85987261146497,8.0,147.0,1.0,21.0,107.0,137.38317757009347,1.0,2.0,1.0,0.0
E Chigumbura,70,4,57,122.80701754385964,0,17.5,0,0,0,0,,,,,,,,,,,4.0,70.0,0.0,0.0,0.0,0.0,0.0,17.5,57.0,122.80701754385964,4.0,70.0,0.0,17.5,57.0,122.80701754385964,0.0,0.0,0.0,0.0
E Lewis,352,14,256,137.5,1,27.07692307692308,2,3,2,0,7.0,166.0,1.0,27.666666666666668,106.0,156.60377358490567,0.0,1.0,1.0,0.0,10.0,274.0,0.0,3.0,1.0,0.0,1.0,30.444444444444443,196.0,139.79591836734693,7.0,186.0,0.0,26.571428571428573,150.0,124.0,2.0,2.0,1.0,0.0
H Klaasen,156,10,124,125.80645161290325,3,22.285714285714285,1,0,1,0,7.0,127.0,2.0,25.4,104.0,122.11538461538461,0.0,0.0,1.0,0.0,10.0,156.0,1.0,0.0,1.0,0.0,3.0,22.285714285714285,124.0,125.80645161290323,3.0,29.0,1.0,14.5,20.0,145.0,1.0,0.0,0.0,0.0
Shaiman Anwar,183,5,112,163.39285714285714,1,45.75,0,1,2,0,5.0,183.0,1.0,45.75,112.0,163.39285714285714,0.0,1.0,2.0,0.0,5.0,183.0,0.0,1.0,2.0,0.0,1.0,45.75,112.0,163.39285714285714,,,,,,,,,,
SJ Myburgh,83,4,94,88.29787234042553,0,20.75,1,1,0,0,2.0,25.0,0.0,12.5,28.0,89.28571428571429,1.0,0.0,0.0,0.0,4.0,83.0,1.0,1.0,0.0,0.0,0.0,20.75,94.0,88.29787234042553,2.0,58.0,0.0,29.0,66.0,87.87878787878788,0.0,1.0,0.0,0.0
MJ Santner,165,19,136,121.32352941176472,9,16.5,2,1,0,0,15.0,125.0,7.0,15.625,109.0,114.6788990825688,1.0,1.0,0.0,0.0,10.0,82.0,1.0,1.0,0.0,0.0,4.0,13.666666666666666,69.0,118.84057971014492,4.0,40.0,2.0,20.0,27.0,148.14814814814815,1.0,0.0,0.0,0.0
BE Hendricks,3,2,7,42.85714285714285,0,1.5,1,0,0,0,2.0,3.0,0.0,1.5,7.0,42.857142857142854,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.5,7.0,42.857142857142854,,,,,,,,,,
JL Denly,85,6,72,118.05555555555556,2,21.25,0,1,0,0,2.0,49.0,2.0,0.0,31.0,158.06451612903226,0.0,0.0,0.0,0.0,6.0,85.0,0.0,1.0,0.0,0.0,2.0,21.25,72.0,118.05555555555556,4.0,36.0,0.0,9.0,41.0,87.8048780487805,0.0,1.0,0.0,0.0
Asghar Stanikzai,310,14,265,116.98113207547168,1,23.846153846153847,2,3,1,0,,,,,,,,,,,10.0,231.0,2.0,2.0,1.0,0.0,1.0,25.666666666666668,183.0,126.22950819672131,14.0,310.0,1.0,23.846153846153847,265.0,116.98113207547169,2.0,3.0,1.0,0.0
A Zampa,13,1,8,162.5,1,inf,0,0,0,0,,,,,,,,,,,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,162.5,1.0,13.0,1.0,0.0,8.0,162.5,0.0,0.0,0.0,0.0
CA Young,17,4,22,77.27272727272727,2,8.5,0,0,0,0,,,,,,,,,,,4.0,17.0,0.0,0.0,0.0,0.0,2.0,8.5,22.0,77.27272727272727,4.0,17.0,2.0,8.5,22.0,77.27272727272727,0.0,0.0,0.0,0.0
C de Grandhomme,309,14,224,137.94642857142858,0,22.071428571428573,2,2,3,0,11.0,206.0,0.0,18.727272727272727,143.0,144.05594405594405,1.0,1.0,2.0,0.0,10.0,182.0,2.0,0.0,2.0,0.0,0.0,18.2,141.0,129.07801418439718,3.0,103.0,0.0,34.333333333333336,81.0,127.1604938271605,1.0,1.0,1.0,0.0
JJ Atkinson,107,4,90,118.88888888888889,2,53.5,0,1,1,0,,,,,,,,,,,4.0,107.0,0.0,1.0,1.0,0.0,2.0,53.5,90.0,118.88888888888889,4.0,107.0,2.0,53.5,90.0,118.88888888888889,0.0,1.0,1.0,0.0
B Regmi,2,2,5,40.0,1,2.0,0,0,0,0,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,40.0,2.0,2.0,1.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0
RG Sharma,627,21,455,137.8021978021978,0,29.857142857142858,0,1,7,0,12.0,307.0,0.0,25.583333333333332,213.0,144.13145539906102,0.0,0.0,3.0,0.0,10.0,325.0,0.0,0.0,4.0,0.0,0.0,32.5,220.0,147.72727272727272,9.0,320.0,0.0,35.55555555555556,242.0,132.23140495867767,0.0,1.0,4.0,0.0
HH Pandya,203,10,146,139.04109589041096,2,25.375,0,2,0,0,5.0,100.0,1.0,25.0,79.0,126.58227848101266,0.0,1.0,0.0,0.0,10.0,203.0,0.0,2.0,0.0,0.0,2.0,25.375,146.0,139.04109589041096,5.0,103.0,1.0,25.75,67.0,153.73134328358208,0.0,1.0,0.0,0.0
Imad Wasim,162,14,119,136.1344537815126,4,16.2,1,1,0,0,4.0,63.0,0.0,15.75,46.0,136.95652173913044,0.0,1.0,0.0,0.0,10.0,115.0,1.0,1.0,0.0,0.0,3.0,16.428571428571427,88.0,130.6818181818182,10.0,99.0,4.0,16.5,73.0,135.6164383561644,1.0,0.0,0.0,0.0
DJ Malan,753,19,552,136.41304347826087,5,53.785714285714285,0,2,6,1,6.0,213.0,2.0,53.25,165.0,129.0909090909091,0.0,1.0,2.0,0.0,10.0,384.0,0.0,1.0,3.0,0.0,2.0,48.0,297.0,129.2929292929293,13.0,540.0,3.0,54.0,387.0,139.53488372093022,0.0,1.0,4.0,1.0
Fakhar Zaman,132,13,123,107.3170731707317,0,10.153846153846152,2,1,0,0,5.0,51.0,0.0,10.2,53.0,96.22641509433963,1.0,0.0,0.0,0.0,10.0,97.0,2.0,1.0,0.0,0.0,0.0,9.7,92.0,105.43478260869566,8.0,81.0,0.0,10.125,70.0,115.71428571428571,1.0,1.0,0.0,0.0
HG Munsey,520,14,329,158.0547112462006,1,40.0,0,3,3,1,,,,,,,,,,,10.0,295.0,0.0,2.0,2.0,0.0,0.0,29.5,221.0,133.4841628959276,14.0,520.0,1.0,40.0,329.0,158.0547112462006,0.0,3.0,3.0,1.0
DM de Silva,116,6,110,105.45454545454544,1,23.2,0,0,1,0,,,,,,,,,,,6.0,116.0,0.0,0.0,1.0,0.0,1.0,23.2,110.0,105.45454545454545,6.0,116.0,1.0,23.2,110.0,105.45454545454545,0.0,0.0,1.0,0.0
JP Duminy,76,3,41,185.3658536585366,2,76.0,0,2,0,0,3.0,76.0,2.0,76.0,41.0,185.3658536585366,0.0,2.0,0.0,0.0,3.0,76.0,0.0,2.0,0.0,0.0,2.0,76.0,41.0,185.3658536585366,,,,,,,,,,
Hussain Talat,121,6,106,114.1509433962264,0,20.166666666666668,0,1,1,0,3.0,23.0,0.0,7.666666666666667,25.0,92.0,0.0,0.0,0.0,0.0,6.0,121.0,0.0,1.0,1.0,0.0,0.0,20.166666666666668,106.0,114.15094339622641,3.0,98.0,0.0,32.666666666666664,81.0,120.98765432098766,0.0,1.0,1.0,0.0
AA Obanda,29,5,43,67.44186046511628,0,5.8,2,0,0,0,,,,,,,,,,,5.0,29.0,2.0,0.0,0.0,0.0,0.0,5.8,43.0,67.44186046511628,5.0,29.0,0.0,5.8,43.0,67.44186046511628,2.0,0.0,0.0,0.0
T van der Gugten,51,2,30,170.0,1,51.0,0,1,0,0,,,,,,,,,,,2.0,51.0,0.0,1.0,0.0,0.0,1.0,51.0,30.0,170.0,2.0,51.0,1.0,51.0,30.0,170.0,0.0,1.0,0.0,0.0
Q de Kock,429,12,277,154.8736462093863,1,39.0,0,4,4,0,10.0,298.0,0.0,29.8,185.0,161.0810810810811,0.0,4.0,2.0,0.0,10.0,364.0,0.0,4.0,3.0,0.0,1.0,40.44444444444444,223.0,163.22869955156952,2.0,131.0,1.0,131.0,92.0,142.3913043478261,0.0,0.0,2.0,0.0
HE van der Dussen,473,15,363,130.3030303030303,3,39.41666666666666,1,7,2,0,14.0,472.0,3.0,42.90909090909091,361.0,130.74792243767314,1.0,7.0,2.0,0.0,10.0,289.0,0.0,4.0,1.0,0.0,3.0,41.285714285714285,219.0,131.9634703196347,1.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0
Saqib Zulfiqar,32,2,33,96.96969696969695,1,32.0,0,0,0,0,2.0,32.0,1.0,32.0,33.0,96.96969696969697,0.0,0.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,1.0,32.0,33.0,96.96969696969697,,,,,,,,,,
AR Nurse,13,1,10,130.0,1,inf,0,0,0,0,1.0,13.0,1.0,0.0,10.0,130.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,130.0,,,,,,,,,,
